,ReturnDate,ReturnQuantity,SubcategoryName,OrderDate,OrderQuantity
2148,2016-09-13,3.0,Bottles and Cages,2016-09-13,74
2149,2016-09-13,1.0,Caps,2016-09-13,17
2150,,0.0,Cleaners,2016-09-13,4
2151,,0.0,Fenders,2016-09-13,9
2152,,0.0,Gloves,2016-09-13,10
2153,,0.0,Helmets,2016-09-13,16
2154,,0.0,Hydration Packs,2016-09-13,2
2155,,0.0,Jerseys,2016-09-13,6
2156,2016-09-13,1.0,Mountain Bikes,2016-09-13,15
2157,,0.0,Road Bikes,2016-09-13,10
2158,2016-09-13,1.0,Shorts,2016-09-13,4
2159,,0.0,Socks,2016-09-13,2
2160,,0.0,Tires and Tubes,2016-09-13,58
2161,,0.0,Touring Bikes,2016-09-13,6
2162,,0.0,Vests,2016-09-13,2
2165,,0.0,Bike Racks,2016-10-13,1
2166,,0.0,Bike Stands,2016-10-13,1
2167,,0.0,Bottles and Cages,2016-10-13,36
2168,2016-10-13,1.0,Caps,2016-10-13,8
2169,,0.0,Cleaners,2016-10-13,3
2170,,0.0,Fenders,2016-10-13,2
2171,,0.0,Gloves,2016-10-13,4
2172,,0.0,Helmets,2016-10-13,10
2173,,0.0,Hydration Packs,2016-10-13,4
2174,,0.0,Jerseys,2016-10-13,9
2175,,0.0,Mountain Bikes,2016-10-13,7
2176,2016-10-13,1.0,Road Bikes,2016-10-13,10
2177,,0.0,Socks,2016-10-13,4
2178,2016-10-13,1.0,Tires and Tubes,2016-10-13,50
2179,,0.0,Touring Bikes,2016-10-13,3
2180,,0.0,Vests,2016-10-13,1
2183,,0.0,Bike Racks,2016-11-13,1
2184,,0.0,Bike Stands,2016-11-13,2
2185,2016-11-13,1.0,Bottles and Cages,2016-11-13,32
2186,,0.0,Caps,2016-11-13,21
2187,,0.0,Cleaners,2016-11-13,6
2188,,0.0,Fenders,2016-11-13,4
2189,,0.0,Gloves,2016-11-13,4
2190,,0.0,Helmets,2016-11-13,14
2191,,0.0,Hydration Packs,2016-11-13,3
2192,,0.0,Jerseys,2016-11-13,2
2193,,0.0,Mountain Bikes,2016-11-13,9
2194,2016-11-13,1.0,Road Bikes,2016-11-13,6
2195,,0.0,Shorts,2016-11-13,3
2196,,0.0,Socks,2016-11-13,2
2197,,0.0,Tires and Tubes,2016-11-13,80
2198,2016-11-13,1.0,Touring Bikes,2016-11-13,5
2199,,0.0,Vests,2016-11-13,1
2202,2016-12-13,1.0,Bike Stands,2016-12-13,1
2203,,0.0,Bottles and Cages,2016-12-13,50
2204,2016-12-13,1.0,Caps,2016-12-13,12
2205,,0.0,Cleaners,2016-12-13,8
2206,2016-12-13,1.0,Fenders,2016-12-13,14
2207,,0.0,Gloves,2016-12-13,10
2208,,0.0,Helmets,2016-12-13,31
2209,,0.0,Hydration Packs,2016-12-13,2
2210,,0.0,Jerseys,2016-12-13,5
2211,,0.0,Mountain Bikes,2016-12-13,14
2212,,0.0,Road Bikes,2016-12-13,17
2213,,0.0,Shorts,2016-12-13,1
2214,,0.0,Socks,2016-12-13,5
2215,2016-12-13,2.0,Tires and Tubes,2016-12-13,82
2216,,0.0,Touring Bikes,2016-12-13,7
2217,,0.0,Vests,2016-12-13,1
2221,,0.0,Bottles and Cages,2017-01-14,36
2222,,0.0,Caps,2017-01-14,10
2223,,0.0,Cleaners,2017-01-14,4
2224,2017-01-14,1.0,Fenders,2017-01-14,9
2225,,0.0,Gloves,2017-01-14,5
2226,,0.0,Helmets,2017-01-14,20
2227,,0.0,Hydration Packs,2017-01-14,1
2228,2017-01-14,1.0,Jerseys,2017-01-14,18
2229,2017-01-14,1.0,Mountain Bikes,2017-01-14,14
2230,2017-01-14,1.0,Road Bikes,2017-01-14,8
2231,,0.0,Shorts,2017-01-14,4
2232,,0.0,Tires and Tubes,2017-01-14,48
2233,,0.0,Touring Bikes,2017-01-14,4
2237,,0.0,Bike Racks,2017-02-14,2
2238,2017-02-14,1.0,Bottles and Cages,2017-02-14,33
2239,,0.0,Caps,2017-02-14,7
2240,,0.0,Fenders,2017-02-14,12
2241,,0.0,Gloves,2017-02-14,7
2242,,0.0,Helmets,2017-02-14,16
2243,,0.0,Hydration Packs,2017-02-14,3
2244,2017-02-14,1.0,Jerseys,2017-02-14,10
2245,2017-02-14,1.0,Mountain Bikes,2017-02-14,12
2246,,0.0,Road Bikes,2017-02-14,13
2247,,0.0,Shorts,2017-02-14,3
2248,,0.0,Socks,2017-02-14,4
2249,2017-02-14,2.0,Tires and Tubes,2017-02-14,45
2250,,0.0,Touring Bikes,2017-02-14,5
2251,,0.0,Vests,2017-02-14,1
2256,,0.0,Bike Racks,2017-03-14,1
2257,,0.0,Bike Stands,2017-03-14,1
2258,2017-03-14,1.0,Bottles and Cages,2017-03-14,45
2259,,0.0,Caps,2017-03-14,11
2260,,0.0,Cleaners,2017-03-14,3
2261,,0.0,Fenders,2017-03-14,21
2262,,0.0,Gloves,2017-03-14,7
2263,,0.0,Helmets,2017-03-14,16
2264,,0.0,Hydration Packs,2017-03-14,1
2265,2017-03-14,1.0,Jerseys,2017-03-14,10
2266,,0.0,Mountain Bikes,2017-03-14,10
2267,2017-03-14,1.0,Road Bikes,2017-03-14,10
2268,,0.0,Shorts,2017-03-14,3
2269,,0.0,Socks,2017-03-14,4
2270,2017-03-14,1.0,Tires and Tubes,2017-03-14,43
2271,,0.0,Touring Bikes,2017-03-14,5
2272,,0.0,Vests,2017-03-14,1
2276,,0.0,Bike Racks,2017-04-14,1
2277,,0.0,Bike Stands,2017-04-14,1
2278,,0.0,Bottles and Cages,2017-04-14,30
2279,,0.0,Caps,2017-04-14,2
2280,,0.0,Cleaners,2017-04-14,4
2281,,0.0,Fenders,2017-04-14,21
2282,,0.0,Gloves,2017-04-14,7
2283,2017-04-14,1.0,Helmets,2017-04-14,22
2284,,0.0,Jerseys,2017-04-14,9
2285,2017-04-14,2.0,Mountain Bikes,2017-04-14,15
2286,,0.0,Road Bikes,2017-04-14,10
2287,,0.0,Shorts,2017-04-14,1
2288,,0.0,Socks,2017-04-14,2
2289,,0.0,Tires and Tubes,2017-04-14,89
2290,,0.0,Touring Bikes,2017-04-14,5
2291,,0.0,Vests,2017-04-14,1
2296,2017-05-14,1.0,Bike Racks,2017-05-14,1
2297,,0.0,Bike Stands,2017-05-14,2
2298,2017-05-14,1.0,Bottles and Cages,2017-05-14,43
2299,,0.0,Caps,2017-05-14,16
2300,,0.0,Cleaners,2017-05-14,6
2301,2017-05-14,2.0,Fenders,2017-05-14,14
2302,,0.0,Gloves,2017-05-14,6
2303,,0.0,Helmets,2017-05-14,21
2304,,0.0,Hydration Packs,2017-05-14,2
2305,,0.0,Jerseys,2017-05-14,16
2306,,0.0,Mountain Bikes,2017-05-14,9
2307,2017-05-14,1.0,Road Bikes,2017-05-14,17
2308,,0.0,Shorts,2017-05-14,4
2309,2017-05-14,1.0,Tires and Tubes,2017-05-14,67
2310,,0.0,Touring Bikes,2017-05-14,11
2311,,0.0,Vests,2017-05-14,2
2316,,0.0,Bike Racks,2017-06-14,1
2317,,0.0,Bike Stands,2017-06-14,1
2318,2017-06-14,1.0,Bottles and Cages,2017-06-14,62
2319,,0.0,Caps,2017-06-14,11
2320,,0.0,Cleaners,2017-06-14,4
2321,,0.0,Fenders,2017-06-14,30
2322,2017-06-14,1.0,Gloves,2017-06-14,19
2323,2017-06-14,1.0,Helmets,2017-06-14,39
2324,,0.0,Hydration Packs,2017-06-14,3
2325,2017-06-14,2.0,Jerseys,2017-06-14,26
2326,,0.0,Mountain Bikes,2017-06-14,22
2327,,0.0,Road Bikes,2017-06-14,27
2328,,0.0,Shorts,2017-06-14,6
2329,,0.0,Socks,2017-06-14,6
2330,2017-06-14,2.0,Tires and Tubes,2017-06-14,78
2331,,0.0,Touring Bikes,2017-06-14,9
2332,,0.0,Vests,2017-06-14,1
2348,,0.0,Bike Racks,2016-08-14,1
2349,,0.0,Bike Stands,2016-08-14,1
2350,,0.0,Bottles and Cages,2016-08-14,44
2351,,0.0,Caps,2016-08-14,8
2352,,0.0,Cleaners,2016-08-14,2
2353,,0.0,Fenders,2016-08-14,14
2354,,0.0,Gloves,2016-08-14,5
2355,2016-08-14,2.0,Helmets,2016-08-14,11
2356,,0.0,Hydration Packs,2016-08-14,2
2357,2016-08-14,2.0,Jerseys,2016-08-14,10
2358,,0.0,Mountain Bikes,2016-08-14,6
2359,,0.0,Road Bikes,2016-08-14,9
2360,,0.0,Shorts,2016-08-14,4
2361,,0.0,Socks,2016-08-14,5
2362,2016-08-14,2.0,Tires and Tubes,2016-08-14,55
2363,,0.0,Touring Bikes,2016-08-14,1
2366,,0.0,Bike Racks,2016-09-14,1
2367,,0.0,Bottles and Cages,2016-09-14,18
2368,,0.0,Caps,2016-09-14,16
2369,,0.0,Cleaners,2016-09-14,8
2370,,0.0,Fenders,2016-09-14,11
2371,,0.0,Gloves,2016-09-14,4
2372,,0.0,Helmets,2016-09-14,12
2373,,0.0,Hydration Packs,2016-09-14,2
2374,,0.0,Jerseys,2016-09-14,9
2375,,0.0,Mountain Bikes,2016-09-14,7
2376,,0.0,Road Bikes,2016-09-14,11
2377,,0.0,Shorts,2016-09-14,4
2378,,0.0,Socks,2016-09-14,2
2379,2016-09-14,1.0,Tires and Tubes,2016-09-14,53
2380,2016-09-14,1.0,Touring Bikes,2016-09-14,6
2381,,0.0,Vests,2016-09-14,2
2384,,0.0,Bike Racks,2016-10-14,1
2385,2016-10-14,1.0,Bottles and Cages,2016-10-14,37
2386,,0.0,Caps,2016-10-14,8
2387,,0.0,Cleaners,2016-10-14,6
2388,,0.0,Fenders,2016-10-14,9
2389,,0.0,Gloves,2016-10-14,7
2390,2016-10-14,1.0,Helmets,2016-10-14,16
2391,,0.0,Hydration Packs,2016-10-14,1
2392,,0.0,Jerseys,2016-10-14,11
2393,,0.0,Mountain Bikes,2016-10-14,5
2394,2016-10-14,1.0,Road Bikes,2016-10-14,11
2395,,0.0,Shorts,2016-10-14,6
2396,,0.0,Socks,2016-10-14,4
2397,,0.0,Tires and Tubes,2016-10-14,62
2398,,0.0,Touring Bikes,2016-10-14,8
2399,,0.0,Vests,2016-10-14,1
2402,2016-11-14,2.0,Bottles and Cages,2016-11-14,36
2403,,0.0,Caps,2016-11-14,17
2404,,0.0,Cleaners,2016-11-14,7
2405,,0.0,Fenders,2016-11-14,15
2406,2016-11-14,1.0,Gloves,2016-11-14,11
2407,2016-11-14,2.0,Helmets,2016-11-14,17
2408,,0.0,Hydration Packs,2016-11-14,1
2409,,0.0,Jerseys,2016-11-14,13
2410,2016-11-14,2.0,Mountain Bikes,2016-11-14,7
2411,,0.0,Road Bikes,2016-11-14,16
2412,,0.0,Shorts,2016-11-14,3
2413,,0.0,Socks,2016-11-14,8
2414,2016-11-14,2.0,Tires and Tubes,2016-11-14,57
2415,,0.0,Touring Bikes,2016-11-14,5
2416,,0.0,Vests,2016-11-14,2
2419,,0.0,Bike Racks,2016-12-14,1
2420,,0.0,Bike Stands,2016-12-14,1
2421,2016-12-14,1.0,Bottles and Cages,2016-12-14,56
2422,,0.0,Caps,2016-12-14,15
2423,,0.0,Cleaners,2016-12-14,3
2424,,0.0,Fenders,2016-12-14,12
2425,,0.0,Gloves,2016-12-14,6
2426,2016-12-14,1.0,Helmets,2016-12-14,20
2427,,0.0,Hydration Packs,2016-12-14,2
2428,,0.0,Jerseys,2016-12-14,7
2429,,0.0,Mountain Bikes,2016-12-14,10
2430,,0.0,Road Bikes,2016-12-14,18
2431,,0.0,Shorts,2016-12-14,1
2432,,0.0,Socks,2016-12-14,2
2433,2016-12-14,1.0,Tires and Tubes,2016-12-14,42
2434,,0.0,Touring Bikes,2016-12-14,7
2435,,0.0,Vests,2016-12-14,1
2440,,0.0,Bike Stands,2017-01-15,1
2441,2017-01-15,2.0,Bottles and Cages,2017-01-15,46
2442,,0.0,Caps,2017-01-15,11
2443,,0.0,Cleaners,2017-01-15,9
2444,,0.0,Fenders,2017-01-15,8
2445,,0.0,Gloves,2017-01-15,6
2446,,0.0,Helmets,2017-01-15,20
2447,,0.0,Hydration Packs,2017-01-15,1
2448,2017-01-15,2.0,Jerseys,2017-01-15,8
2449,2017-01-15,1.0,Mountain Bikes,2017-01-15,11
2450,,0.0,Road Bikes,2017-01-15,12
2451,,0.0,Shorts,2017-01-15,3
2452,2017-01-15,3.0,Tires and Tubes,2017-01-15,62
2453,,0.0,Touring Bikes,2017-01-15,8
2454,,0.0,Vests,2017-01-15,3
2458,,0.0,Bike Stands,2017-02-15,1
2459,2017-02-15,1.0,Bottles and Cages,2017-02-15,64
2460,2017-02-15,1.0,Caps,2017-02-15,11
2461,,0.0,Cleaners,2017-02-15,2
2462,,0.0,Fenders,2017-02-15,13
2463,,0.0,Gloves,2017-02-15,9
2464,,0.0,Helmets,2017-02-15,15
2465,,0.0,Jerseys,2017-02-15,12
2466,,0.0,Mountain Bikes,2017-02-15,11
2467,2017-02-15,1.0,Road Bikes,2017-02-15,12
2468,,0.0,Shorts,2017-02-15,4
2469,,0.0,Socks,2017-02-15,4
2470,2017-02-15,2.0,Tires and Tubes,2017-02-15,40
2471,,0.0,Touring Bikes,2017-02-15,14
2472,,0.0,Vests,2017-02-15,1
2477,,0.0,Bike Stands,2017-03-15,1
2478,,0.0,Bottles and Cages,2017-03-15,47
2479,,0.0,Caps,2017-03-15,9
2480,,0.0,Cleaners,2017-03-15,4
2481,,0.0,Fenders,2017-03-15,11
2482,,0.0,Gloves,2017-03-15,4
2483,2017-03-15,1.0,Helmets,2017-03-15,17
2484,,0.0,Hydration Packs,2017-03-15,1
2485,,0.0,Jerseys,2017-03-15,4
2486,,0.0,Mountain Bikes,2017-03-15,5
2487,,0.0,Road Bikes,2017-03-15,9
2488,,0.0,Shorts,2017-03-15,1
2489,,0.0,Socks,2017-03-15,3
2490,,0.0,Tires and Tubes,2017-03-15,70
2491,,0.0,Touring Bikes,2017-03-15,8
2492,,0.0,Vests,2017-03-15,1
2497,,0.0,Bike Stands,2017-04-15,3
2498,2017-04-15,1.0,Bottles and Cages,2017-04-15,55
2499,,0.0,Caps,2017-04-15,20
2500,,0.0,Cleaners,2017-04-15,5
2501,,0.0,Fenders,2017-04-15,22
2502,,0.0,Gloves,2017-04-15,6
2503,,0.0,Helmets,2017-04-15,23
2504,2017-04-15,3.0,Jerseys,2017-04-15,11
2505,,0.0,Mountain Bikes,2017-04-15,15
2506,,0.0,Road Bikes,2017-04-15,10
2507,,0.0,Shorts,2017-04-15,1
2508,,0.0,Socks,2017-04-15,4
2509,,0.0,Tires and Tubes,2017-04-15,72
2510,,0.0,Touring Bikes,2017-04-15,4
2511,,0.0,Vests,2017-04-15,2
2515,,0.0,Bike Racks,2017-05-15,2
2516,,0.0,Bottles and Cages,2017-05-15,44
2517,,0.0,Caps,2017-05-15,19
2518,,0.0,Cleaners,2017-05-15,3
2519,2017-05-15,1.0,Fenders,2017-05-15,13
2520,,0.0,Gloves,2017-05-15,7
2521,2017-05-15,2.0,Helmets,2017-05-15,19
2522,,0.0,Hydration Packs,2017-05-15,2
2523,2017-05-15,2.0,Jerseys,2017-05-15,12
2524,,0.0,Mountain Bikes,2017-05-15,16
2525,,0.0,Road Bikes,2017-05-15,15
2526,,0.0,Shorts,2017-05-15,5
2527,,0.0,Socks,2017-05-15,2
2528,,0.0,Tires and Tubes,2017-05-15,52
2529,,0.0,Touring Bikes,2017-05-15,8
2530,,0.0,Vests,2017-05-15,2
2534,,0.0,Bike Racks,2017-06-15,1
2535,,0.0,Bike Stands,2017-06-15,2
2536,2017-06-15,2.0,Bottles and Cages,2017-06-15,66
2537,2017-06-15,1.0,Caps,2017-06-15,22
2538,,0.0,Cleaners,2017-06-15,8
2539,2017-06-15,1.0,Fenders,2017-06-15,23
2540,,0.0,Gloves,2017-06-15,7
2541,2017-06-15,1.0,Helmets,2017-06-15,19
2542,,0.0,Jerseys,2017-06-15,9
2543,,0.0,Mountain Bikes,2017-06-15,16
2544,,0.0,Road Bikes,2017-06-15,11
2545,2017-06-15,1.0,Shorts,2017-06-15,4
2546,,0.0,Socks,2017-06-15,3
2547,,0.0,Tires and Tubes,2017-06-15,62
2548,,0.0,Touring Bikes,2017-06-15,12
2549,,0.0,Vests,2017-06-15,3
2566,2016-08-15,1.0,Bottles and Cages,2016-08-15,33
2567,,0.0,Caps,2016-08-15,8
2568,,0.0,Cleaners,2016-08-15,2
2569,,0.0,Fenders,2016-08-15,12
2570,,0.0,Gloves,2016-08-15,4
2571,,0.0,Helmets,2016-08-15,10
2572,,0.0,Hydration Packs,2016-08-15,1
2573,2016-08-15,2.0,Jerseys,2016-08-15,7
2574,,0.0,Mountain Bikes,2016-08-15,2
2575,,0.0,Road Bikes,2016-08-15,4
2576,,0.0,Shorts,2016-08-15,2
2577,,0.0,Socks,2016-08-15,11
2578,2016-08-15,3.0,Tires and Tubes,2016-08-15,42
2579,,0.0,Touring Bikes,2016-08-15,1
2582,,0.0,Bike Stands,2016-09-15,1
2583,2016-09-15,1.0,Bottles and Cages,2016-09-15,47
2584,,0.0,Caps,2016-09-15,8
2585,,0.0,Cleaners,2016-09-15,5
2586,,0.0,Fenders,2016-09-15,2
2587,,0.0,Gloves,2016-09-15,9
2588,2016-09-15,1.0,Helmets,2016-09-15,11
2589,,0.0,Hydration Packs,2016-09-15,2
2590,,0.0,Jerseys,2016-09-15,7
2591,,0.0,Mountain Bikes,2016-09-15,7
2592,2016-09-15,1.0,Road Bikes,2016-09-15,8
2593,,0.0,Shorts,2016-09-15,1
2594,,0.0,Socks,2016-09-15,5
2595,2016-09-15,1.0,Tires and Tubes,2016-09-15,61
2596,,0.0,Touring Bikes,2016-09-15,4
2597,,0.0,Vests,2016-09-15,1
2600,,0.0,Bike Stands,2016-10-15,2
2601,,0.0,Bottles and Cages,2016-10-15,63
2602,,0.0,Caps,2016-10-15,8
2603,,0.0,Cleaners,2016-10-15,7
2604,,0.0,Fenders,2016-10-15,12
2605,,0.0,Gloves,2016-10-15,16
2606,,0.0,Helmets,2016-10-15,16
2607,,0.0,Hydration Packs,2016-10-15,2
2608,,0.0,Jerseys,2016-10-15,5
2609,2016-10-15,1.0,Mountain Bikes,2016-10-15,7
2610,2016-10-15,1.0,Road Bikes,2016-10-15,7
2611,,0.0,Shorts,2016-10-15,1
2612,,0.0,Socks,2016-10-15,5
2613,,0.0,Tires and Tubes,2016-10-15,58
2614,,0.0,Touring Bikes,2016-10-15,7
2615,,0.0,Vests,2016-10-15,2
2618,,0.0,Bike Racks,2016-11-15,1
2619,,0.0,Bike Stands,2016-11-15,2
2620,2016-11-15,1.0,Bottles and Cages,2016-11-15,16
2621,,0.0,Caps,2016-11-15,3
2622,,0.0,Fenders,2016-11-15,7
2623,,0.0,Gloves,2016-11-15,14
2624,,0.0,Helmets,2016-11-15,18
2625,,0.0,Hydration Packs,2016-11-15,3
2626,,0.0,Jerseys,2016-11-15,10
2627,,0.0,Mountain Bikes,2016-11-15,8
2628,,0.0,Road Bikes,2016-11-15,7
2629,,0.0,Shorts,2016-11-15,5
2630,,0.0,Socks,2016-11-15,4
2631,,0.0,Tires and Tubes,2016-11-15,60
2632,2016-11-15,1.0,Touring Bikes,2016-11-15,8
2635,,0.0,Bike Racks,2016-12-15,2
2636,2016-12-15,1.0,Bottles and Cages,2016-12-15,48
2637,,0.0,Caps,2016-12-15,9
2638,,0.0,Cleaners,2016-12-15,14
2639,,0.0,Fenders,2016-12-15,11
2640,,0.0,Gloves,2016-12-15,4
2641,,0.0,Helmets,2016-12-15,19
2642,2016-12-15,1.0,Jerseys,2016-12-15,10
2643,2016-12-15,1.0,Mountain Bikes,2016-12-15,11
2644,,0.0,Road Bikes,2016-12-15,21
2645,,0.0,Shorts,2016-12-15,2
2646,,0.0,Socks,2016-12-15,3
2647,2016-12-15,3.0,Tires and Tubes,2016-12-15,90
2648,2016-12-15,2.0,Touring Bikes,2016-12-15,4
2649,,0.0,Vests,2016-12-15,2
2654,,0.0,Bike Racks,2017-01-16,1
2655,,0.0,Bottles and Cages,2017-01-16,66
2656,,0.0,Caps,2017-01-16,19
2657,,0.0,Cleaners,2017-01-16,3
2658,,0.0,Fenders,2017-01-16,11
2659,,0.0,Gloves,2017-01-16,11
2660,,0.0,Helmets,2017-01-16,13
2661,,0.0,Hydration Packs,2017-01-16,2
2662,,0.0,Jerseys,2017-01-16,12
2663,2017-01-16,1.0,Mountain Bikes,2017-01-16,13
2664,,0.0,Road Bikes,2017-01-16,12
2665,,0.0,Shorts,2017-01-16,4
2666,,0.0,Socks,2017-01-16,6
2667,2017-01-16,1.0,Tires and Tubes,2017-01-16,61
2668,,0.0,Touring Bikes,2017-01-16,5
2669,,0.0,Vests,2017-01-16,1
2673,,0.0,Bottles and Cages,2017-02-16,37
2674,,0.0,Caps,2017-02-16,6
2675,,0.0,Cleaners,2017-02-16,5
2676,,0.0,Fenders,2017-02-16,8
2677,,0.0,Gloves,2017-02-16,7
2678,,0.0,Helmets,2017-02-16,16
2679,,0.0,Hydration Packs,2017-02-16,2
2680,,0.0,Jerseys,2017-02-16,6
2681,,0.0,Mountain Bikes,2017-02-16,3
2682,,0.0,Road Bikes,2017-02-16,11
2683,2017-02-16,1.0,Tires and Tubes,2017-02-16,60
2684,,0.0,Touring Bikes,2017-02-16,5
2685,,0.0,Vests,2017-02-16,3
2689,,0.0,Bottles and Cages,2017-03-16,34
2690,,0.0,Caps,2017-03-16,12
2691,,0.0,Cleaners,2017-03-16,3
2692,,0.0,Fenders,2017-03-16,3
2693,,0.0,Gloves,2017-03-16,9
2694,,0.0,Helmets,2017-03-16,10
2695,,0.0,Hydration Packs,2017-03-16,3
2696,2017-03-16,1.0,Jerseys,2017-03-16,8
2697,2017-03-16,1.0,Mountain Bikes,2017-03-16,6
2698,,0.0,Road Bikes,2017-03-16,15
2699,,0.0,Shorts,2017-03-16,5
2700,,0.0,Socks,2017-03-16,1
2701,2017-03-16,2.0,Tires and Tubes,2017-03-16,31
2702,2017-03-16,1.0,Touring Bikes,2017-03-16,2
2703,2017-03-16,1.0,Vests,2017-03-16,1
2708,,0.0,Bike Stands,2017-04-16,1
2709,2017-04-16,1.0,Bottles and Cages,2017-04-16,51
2710,,0.0,Caps,2017-04-16,7
2711,,0.0,Cleaners,2017-04-16,3
2712,,0.0,Fenders,2017-04-16,2
2713,,0.0,Gloves,2017-04-16,7
2714,,0.0,Helmets,2017-04-16,21
2715,,0.0,Hydration Packs,2017-04-16,2
2716,,0.0,Jerseys,2017-04-16,9
2717,,0.0,Mountain Bikes,2017-04-16,10
2718,2017-04-16,1.0,Road Bikes,2017-04-16,12
2719,,0.0,Shorts,2017-04-16,4
2720,,0.0,Socks,2017-04-16,5
2721,2017-04-16,1.0,Tires and Tubes,2017-04-16,52
2722,,0.0,Touring Bikes,2017-04-16,7
2723,,0.0,Vests,2017-04-16,2
2728,,0.0,Bike Racks,2017-05-16,3
2729,,0.0,Bottles and Cages,2017-05-16,48
2730,,0.0,Caps,2017-05-16,8
2731,,0.0,Cleaners,2017-05-16,4
2732,,0.0,Fenders,2017-05-16,13
2733,2017-05-16,1.0,Gloves,2017-05-16,8
2734,2017-05-16,1.0,Helmets,2017-05-16,27
2735,2017-05-16,1.0,Hydration Packs,2017-05-16,4
2736,2017-05-16,1.0,Jerseys,2017-05-16,12
2737,,0.0,Mountain Bikes,2017-05-16,15
2738,,0.0,Road Bikes,2017-05-16,15
2739,,0.0,Shorts,2017-05-16,3
2740,,0.0,Socks,2017-05-16,4
2741,2017-05-16,1.0,Tires and Tubes,2017-05-16,60
2742,2017-05-16,1.0,Touring Bikes,2017-05-16,12
2746,,0.0,Bike Racks,2017-06-16,1
2747,2017-06-16,1.0,Bottles and Cages,2017-06-16,38
2748,,0.0,Caps,2017-06-16,9
2749,,0.0,Cleaners,2017-06-16,7
2750,,0.0,Fenders,2017-06-16,8
2751,2017-06-16,1.0,Gloves,2017-06-16,8
2752,,0.0,Helmets,2017-06-16,13
2753,,0.0,Hydration Packs,2017-06-16,2
2754,2017-06-16,1.0,Jerseys,2017-06-16,15
2755,,0.0,Mountain Bikes,2017-06-16,12
2756,,0.0,Road Bikes,2017-06-16,12
2757,,0.0,Shorts,2017-06-16,3
2758,,0.0,Socks,2017-06-16,7
2759,2017-06-16,1.0,Tires and Tubes,2017-06-16,38
2760,,0.0,Touring Bikes,2017-06-16,11
2776,,0.0,Bike Racks,2016-08-16,1
2777,,0.0,Bike Stands,2016-08-16,1
2778,2016-08-16,1.0,Bottles and Cages,2016-08-16,50
2779,,0.0,Caps,2016-08-16,13
2780,,0.0,Cleaners,2016-08-16,9
2781,2016-08-16,1.0,Fenders,2016-08-16,13
2782,,0.0,Gloves,2016-08-16,1
2783,,0.0,Helmets,2016-08-16,18
2784,,0.0,Hydration Packs,2016-08-16,1
2785,,0.0,Jerseys,2016-08-16,6
2786,2016-08-16,1.0,Mountain Bikes,2016-08-16,6
2787,,0.0,Road Bikes,2016-08-16,3
2788,,0.0,Shorts,2016-08-16,1
2789,,0.0,Socks,2016-08-16,4
2790,,0.0,Tires and Tubes,2016-08-16,51
2791,,0.0,Touring Bikes,2016-08-16,7
2792,,0.0,Vests,2016-08-16,2
2795,2016-09-16,2.0,Bottles and Cages,2016-09-16,31
2796,,0.0,Caps,2016-09-16,6
2797,,0.0,Cleaners,2016-09-16,6
2798,,0.0,Fenders,2016-09-16,12
2799,,0.0,Helmets,2016-09-16,14
2800,,0.0,Hydration Packs,2016-09-16,2
2801,,0.0,Jerseys,2016-09-16,9
2802,,0.0,Mountain Bikes,2016-09-16,3
2803,,0.0,Road Bikes,2016-09-16,7
2804,,0.0,Shorts,2016-09-16,1
2805,,0.0,Socks,2016-09-16,3
2806,2016-09-16,1.0,Tires and Tubes,2016-09-16,36
2807,,0.0,Touring Bikes,2016-09-16,2
2808,,0.0,Vests,2016-09-16,2
2811,2016-10-16,1.0,Bottles and Cages,2016-10-16,20
2812,,0.0,Caps,2016-10-16,20
2813,,0.0,Cleaners,2016-10-16,2
2814,2016-10-16,1.0,Fenders,2016-10-16,9
2815,,0.0,Gloves,2016-10-16,2
2816,,0.0,Helmets,2016-10-16,5
2817,,0.0,Hydration Packs,2016-10-16,1
2818,2016-10-16,1.0,Jerseys,2016-10-16,7
2819,,0.0,Mountain Bikes,2016-10-16,5
2820,2016-10-16,1.0,Road Bikes,2016-10-16,5
2821,,0.0,Shorts,2016-10-16,2
2822,,0.0,Socks,2016-10-16,6
2823,,0.0,Tires and Tubes,2016-10-16,37
2824,,0.0,Touring Bikes,2016-10-16,5
2827,,0.0,Bottles and Cages,2016-11-16,30
2828,,0.0,Caps,2016-11-16,6
2829,,0.0,Cleaners,2016-11-16,2
2830,,0.0,Fenders,2016-11-16,9
2831,,0.0,Gloves,2016-11-16,7
2832,,0.0,Helmets,2016-11-16,17
2833,,0.0,Hydration Packs,2016-11-16,1
2834,,0.0,Jerseys,2016-11-16,8
2835,,0.0,Mountain Bikes,2016-11-16,8
2836,,0.0,Road Bikes,2016-11-16,9
2837,,0.0,Shorts,2016-11-16,2
2838,2016-11-16,2.0,Tires and Tubes,2016-11-16,40
2839,,0.0,Touring Bikes,2016-11-16,3
2840,,0.0,Vests,2016-11-16,1
2843,,0.0,Bottles and Cages,2016-12-16,17
2844,,0.0,Caps,2016-12-16,6
2845,2016-12-16,1.0,Cleaners,2016-12-16,4
2846,,0.0,Fenders,2016-12-16,22
2847,,0.0,Gloves,2016-12-16,2
2848,,0.0,Helmets,2016-12-16,18
2849,,0.0,Jerseys,2016-12-16,9
2850,,0.0,Mountain Bikes,2016-12-16,8
2851,2016-12-16,1.0,Road Bikes,2016-12-16,10
2852,,0.0,Shorts,2016-12-16,3
